,model,seed,columns,params,cost,anticipation,detected_faults,missed_faults,false_alarms
0,mlp,1000,w5_features,{'hidden_mlp': [32]},69.40000000000013,0.7571428571428571,7,0,187
1,mlp,1000,w5_features,"{'hidden_mlp': [64, 32]}",70.6000000000002,0.7428571428571429,7,0,203
2,mlp,1000,w5_features,"{'hidden_mlp': [128, 64, 32]}",81.6000000000001,0.6571428571428571,7,0,148
3,mlp,1100,w5_features,{'hidden_mlp': [32]},65.40000000000015,0.7714285714285715,7,0,202
4,mlp,1100,w5_features,"{'hidden_mlp': [64, 32]}",69.40000000000008,0.6857142857142857,7,0,112
5,mlp,1100,w5_features,"{'hidden_mlp': [128, 64, 32]}",69.40000000000012,0.7571428571428571,7,0,212
6,mlp,1200,w5_features,{'hidden_mlp': [32]},64.40000000000015,0.7714285714285715,7,0,197
7,mlp,1200,w5_features,"{'hidden_mlp': [64, 32]}",79.20000000000019,0.7714285714285715,7,0,241
8,mlp,1200,w5_features,"{'hidden_mlp': [128, 64, 32]}",81.00000000000018,0.6857142857142857,7,0,205
9,mlp,1300,w5_features,{'hidden_mlp': [32]},67.60000000000011,0.7285714285714285,7,0,168
10,mlp,1300,w5_features,"{'hidden_mlp': [64, 32]}",90.00000000000045,0.7857142857142857,7,0,330
11,mlp,1300,w5_features,"{'hidden_mlp': [128, 64, 32]}",66.6000000000003,0.7571428571428571,7,0,243
12,mlp,1400,w5_features,{'hidden_mlp': [32]},67.00000000000016,0.7857142857142857,7,0,215
13,mlp,1400,w5_features,"{'hidden_mlp': [64, 32]}",66.40000000000012,0.7571428571428571,7,0,197
14,mlp,1400,w5_features,"{'hidden_mlp': [128, 64, 32]}",80.20000000000026,0.7571428571428571,7,0,266
15,mlp,1500,w5_features,{'hidden_mlp': [32]},66.60000000000014,0.7285714285714285,7,0,163
16,mlp,1500,w5_features,"{'hidden_mlp': [64, 32]}",75.40000000000006,0.6428571428571429,7,0,117
17,mlp,1500,w5_features,"{'hidden_mlp': [128, 64, 32]}",83.6000000000001,0.6428571428571429,7,0,138
18,mlp,1600,w5_features,{'hidden_mlp': [32]},59.400000000000084,0.7285714285714285,7,0,112
19,mlp,1600,w5_features,"{'hidden_mlp': [64, 32]}",70.80000000000018,0.7857142857142857,7,0,234
20,mlp,1600,w5_features,"{'hidden_mlp': [128, 64, 32]}",78.60000000000004,0.6142857142857143,7,0,83
21,mlp,1700,w5_features,{'hidden_mlp': [32]},67.40000000000006,0.6571428571428571,7,0,92
22,mlp,1700,w5_features,"{'hidden_mlp': [64, 32]}",78.40000000000008,0.6428571428571429,7,0,112
23,mlp,1700,w5_features,"{'hidden_mlp': [128, 64, 32]}",80.40000000000012,0.6571428571428571,7,0,157
24,mlp,1800,w5_features,{'hidden_mlp': [32]},62.00000000000008,0.7,7,0,110
25,mlp,1800,w5_features,"{'hidden_mlp': [64, 32]}",65.40000000000006,0.6571428571428571,7,0,82
26,mlp,1800,w5_features,"{'hidden_mlp': [128, 64, 32]}",71.00000000000009,0.6714285714285715,7,0,130
27,mlp,1900,w5_features,{'hidden_mlp': [32]},66.20000000000014,0.7714285714285715,7,0,206
28,mlp,1900,w5_features,"{'hidden_mlp': [64, 32]}",68.20000000000014,0.7428571428571429,7,0,191
29,mlp,1900,w5_features,"{'hidden_mlp': [128, 64, 32]}",84.20000000000007,0.6571428571428571,7,0,161
30,mlp,2000,w5_features,{'hidden_mlp': [32]},67.00000000000014,0.7714285714285715,7,0,210
31,mlp,2000,w5_features,"{'hidden_mlp': [64, 32]}",70.00000000000011,0.7714285714285715,7,0,195
32,mlp,2000,w5_features,"{'hidden_mlp': [128, 64, 32]}",93.80000000000021,0.6428571428571429,7,0,189
33,mlp,2100,w5_features,{'hidden_mlp': [32]},69.4000000000001,0.7142857142857143,7,0,152
34,mlp,2100,w5_features,"{'hidden_mlp': [64, 32]}",75.40000000000013,0.7142857142857143,7,0,182
35,mlp,2100,w5_features,"{'hidden_mlp': [128, 64, 32]}",88.60000000000012,0.6571428571428571,7,0,183
36,mlp,2200,w5_features,{'hidden_mlp': [32]},56.80000000000011,0.7714285714285715,7,0,159
37,mlp,2200,w5_features,"{'hidden_mlp': [64, 32]}",66.0000000000001,0.7714285714285715,7,0,175
38,mlp,2200,w5_features,"{'hidden_mlp': [128, 64, 32]}",69.00000000000017,0.7428571428571429,7,0,195
39,mlp,2300,w5_features,{'hidden_mlp': [32]},68.2000000000001,0.7,7,0,141
40,mlp,2300,w5_features,"{'hidden_mlp': [64, 32]}",75.60000000000026,0.7428571428571429,7,0,228
41,mlp,2300,w5_features,"{'hidden_mlp': [128, 64, 32]}",81.40000000000009,0.6571428571428571,7,0,147
42,mlp,2400,w5_features,{'hidden_mlp': [32]},73.2000000000002,0.7857142857142857,7,0,246
43,mlp,2400,w5_features,"{'hidden_mlp': [64, 32]}",57.00000000000007,0.7285714285714285,7,0,115
44,mlp,2400,w5_features,"{'hidden_mlp': [128, 64, 32]}",91.00000000000011,0.7,7,0,210
45,mlp,2500,w5_features,{'hidden_mlp': [32]},58.0000000000001,0.7714285714285715,7,0,165
46,mlp,2500,w5_features,"{'hidden_mlp': [64, 32]}",77.20000000000012,0.7428571428571429,7,0,216
47,mlp,2500,w5_features,"{'hidden_mlp': [128, 64, 32]}",78.20000000000006,0.6428571428571429,7,0,111
48,mlp,2600,w5_features,{'hidden_mlp': [32]},61.60000000000005,0.7,7,0,108
49,mlp,2600,w5_features,"{'hidden_mlp': [64, 32]}",73.80000000000007,0.6571428571428571,7,0,124
50,mlp,2600,w5_features,"{'hidden_mlp': [128, 64, 32]}",75.80000000000008,0.6571428571428571,7,0,134
