,model,seed,columns,params,cost,anticipation,detected_faults,missed_faults,false_alarms
0,raw_signal,100,Ax,{},446.7999999999934,0.7,7,0,1084
1,raw_signal,100,Ax_diff,{},260.1999999999967,1.0142857142857142,7,0,631
2,raw_signal,100,Ax_mean_w5,{},639.4000000000004,0.16666666666666669,6,1,122
3,raw_signal,100,Ax_std_w5,{},773.6000000000092,1.25,2,5,838
4,raw_signal,100,Ax_min_w5,{},577.0,0.21666666666666665,6,1,0
5,raw_signal,100,Ax_max_w5,{},786.2000000000044,0.125,4,3,361
6,raw_signal,100,Ax_mean_w10,{},703.600000000001,0.13333333333333333,6,1,318
7,raw_signal,100,Ax_std_w10,{},840.2,0.0,0,7,1
8,raw_signal,100,Ax_min_w10,{},577.0,0.21666666666666665,6,1,0
9,raw_signal,100,Ax_max_w10,{},840.2,0.0,0,7,1
10,raw_signal,100,Ax_mean_w15,{},777.8000000000027,0.03333333333333333,6,1,279
11,raw_signal,100,Ax_std_w15,{},840.2,0.0,0,7,1
12,raw_signal,100,Ax_min_w15,{},577.0,0.21666666666666665,6,1,0
13,raw_signal,100,Ax_max_w15,{},841.0,0.0,0,7,5
14,raw_signal,100,Ax_mean_w20,{},826.8000000000046,0.016666666666666666,6,1,454
15,raw_signal,100,Ax_std_w20,{},816.8000000000427,1.2571428571428571,7,0,3914
16,raw_signal,100,Ax_min_w20,{},577.0,0.21666666666666665,6,1,0
17,raw_signal,100,Ax_max_w20,{},840.2,0.0,0,7,1
18,raw_signal,100,differencing_Ax,{},241.5999999999961,1.2428571428571429,7,0,1088
19,raw_signal,100,differencing_Ax_diff,{},261.39999999999765,0.9285714285714286,7,0,517
20,raw_signal,100,differencing_Ax_mean_w5,{},403.39999999998986,1.042857142857143,7,0,1467
21,raw_signal,100,differencing_Ax_std_w5,{},405.1999999999899,1.0833333333333335,6,1,1101
22,raw_signal,100,differencing_Ax_min_w5,{},444.99999999998727,1.0,7,0,1700
23,raw_signal,100,differencing_Ax_max_w5,{},336.1999999999939,0.9428571428571428,7,0,946
24,raw_signal,100,differencing_Ax_mean_w10,{},420.9999999999933,0.8142857142857143,7,0,985
25,raw_signal,100,differencing_Ax_std_w10,{},568.9999999999942,0.9800000000000001,5,2,1240
26,raw_signal,100,differencing_Ax_min_w10,{},467.1999999999981,0.4833333333333333,6,1,301
27,raw_signal,100,differencing_Ax_max_w10,{},503.5999999999859,1.0714285714285714,7,0,1993
28,raw_signal,100,differencing_Ax_mean_w15,{},510.5999999999919,0.8,6,1,1058
29,raw_signal,100,differencing_Ax_std_w15,{},727.4000000000123,0.7,4,3,1112
30,raw_signal,100,differencing_Ax_min_w15,{},481.79999999999734,0.4833333333333333,6,1,374
31,raw_signal,100,differencing_Ax_max_w15,{},449.1999999999948,0.7571428571428571,7,0,996
32,raw_signal,100,differencing_Ax_mean_w20,{},488.7999999999905,0.7571428571428571,7,0,1304
33,raw_signal,100,differencing_Ax_std_w20,{},756.8000000000311,0.9333333333333333,6,1,2459
34,raw_signal,100,differencing_Ax_min_w20,{},486.7999999999953,0.6166666666666667,6,1,659
35,raw_signal,100,differencing_Ax_max_w20,{},515.7999999999939,0.7166666666666667,6,1,944
36,raw_signal,200,Ax,{},446.7999999999934,0.7,7,0,1084
37,raw_signal,200,Ax_diff,{},260.1999999999967,1.0142857142857142,7,0,631
38,raw_signal,200,Ax_mean_w5,{},639.4000000000004,0.16666666666666669,6,1,122
39,raw_signal,200,Ax_std_w5,{},773.6000000000092,1.25,2,5,838
40,raw_signal,200,Ax_min_w5,{},577.0,0.21666666666666665,6,1,0
41,raw_signal,200,Ax_max_w5,{},786.2000000000044,0.125,4,3,361
42,raw_signal,200,Ax_mean_w10,{},703.600000000001,0.13333333333333333,6,1,318
