,model,seed,columns,params,cost,anticipation,detected_faults,missed_faults,false_alarms
0,conv_nn,100,all_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",315.3999999999984,1.7666666666666668,6,1,407
1,conv_nn,100,all_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",213.79999999999887,1.5142857142857142,7,0,334
2,conv_nn,100,all_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",159.19999999999945,1.8714285714285714,7,0,781
3,conv_nn,100,all_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",229.39999999999839,1.5714285714285714,7,0,532
4,conv_nn,100,all_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 5}",224.19999999999874,1.4857142857142858,7,0,276
5,conv_nn,100,all_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",297.99999999999926,1.6833333333333331,6,1,240
6,conv_nn,100,all_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",285.7999999999987,1.4857142857142858,7,0,509
7,conv_nn,100,all_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",277.39999999999816,1.5142857142857142,7,0,427
8,conv_nn,100,all_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",272.3999999999985,1.4857142857142858,7,0,487
9,conv_nn,100,all_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 10}",259.19999999999857,1.457142857142857,7,0,351
10,conv_nn,100,all_features,"{'filters': 4, 'kernel_size': 7, 'hidden': [128, 64, 32], 'w_len': 10}",273.999999999999,1.342857142857143,7,0,300
11,conv_nn,100,w5_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",287.9999999999983,1.457142857142857,7,0,440
12,conv_nn,100,w5_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",165.79999999999933,1.5857142857142859,7,0,174
13,conv_nn,100,w5_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",206.59999999999764,1.7285714285714284,7,0,643
14,conv_nn,100,w5_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",168.1999999999995,1.5857142857142859,7,0,181
15,conv_nn,100,w5_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 5}",202.99999999999855,1.6428571428571428,7,0,400
16,conv_nn,100,w5_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",276.3999999999983,1.5857142857142859,7,0,582
17,conv_nn,100,w5_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",211.39999999999878,1.6,7,0,342
18,conv_nn,100,w5_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",215.99999999999835,1.6285714285714286,7,0,455
19,conv_nn,100,w5_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",231.99999999999898,1.4714285714285713,7,0,255
20,conv_nn,100,w5_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 10}",196.39999999999935,1.5285714285714287,7,0,207
21,conv_nn,100,w5_features,"{'filters': 4, 'kernel_size': 7, 'hidden': [128, 64, 32], 'w_len': 10}",228.19999999999877,1.5285714285714287,7,0,341
22,conv_nn,100,w10_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",101.40000000000072,1.7857142857142858,7,0,442
23,conv_nn,100,w10_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",205.39999999999927,1.457142857142857,7,0,232
24,conv_nn,100,w10_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",158.99999999999937,1.8428571428571427,7,0,745
25,conv_nn,100,w10_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",182.59999999999934,1.5285714285714287,7,0,243
26,conv_nn,100,w10_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 5}",229.59999999999897,1.5285714285714287,7,0,423
27,conv_nn,100,w10_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",218.19999999999905,1.6,7,0,296
28,conv_nn,100,w10_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",200.59999999999914,1.5857142857142859,7,0,343
29,conv_nn,100,w10_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",259.3999999999989,1.5714285714285714,7,0,407
30,conv_nn,100,w10_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",182.99999999999923,1.542857142857143,7,0,175
31,conv_nn,100,w10_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 10}",184.7999999999982,1.7285714285714284,7,0,749
32,conv_nn,100,w10_features,"{'filters': 4, 'kernel_size': 7, 'hidden': [128, 64, 32], 'w_len': 10}",249.7999999999985,1.542857142857143,7,0,549
33,conv_nn,100,w15_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",208.79999999999936,1.5142857142857142,7,0,214
34,conv_nn,100,w15_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",192.39999999999918,1.457142857142857,7,0,212
35,conv_nn,100,w15_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",886.6000000000598,1.8142857142857143,7,0,4328
36,conv_nn,100,w15_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",194.59999999999968,1.4714285714285713,7,0,183
37,conv_nn,100,w15_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 5}",220.79999999999944,1.4142857142857141,7,0,214
38,conv_nn,100,w15_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",343.39999999999856,1.65,6,1,432
39,conv_nn,100,w15_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",278.7999999999993,1.6833333333333331,6,1,149
40,conv_nn,100,w15_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",824.800000000047,1.7285714285714284,7,0,3914
41,conv_nn,100,w15_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",227.59999999999934,1.5,7,0,238
42,conv_nn,100,w15_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 10}",294.39999999999964,1.6666666666666667,6,1,197
43,conv_nn,100,w15_features,"{'filters': 4, 'kernel_size': 7, 'hidden': [128, 64, 32], 'w_len': 10}",227.59999999999877,1.5,7,0,333
44,conv_nn,100,w20_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",217.3999999999986,1.6,7,0,362
45,conv_nn,100,w20_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",216.99999999999798,1.6714285714285715,7,0,610
46,conv_nn,100,w20_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",926.6000000000612,1.7571428571428573,7,0,4358
47,conv_nn,100,w20_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",220.1999999999988,1.5714285714285714,7,0,426
48,conv_nn,100,w20_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 5}",250.59999999999854,1.5,7,0,493
49,conv_nn,100,w20_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",285.59999999999883,1.8166666666666669,6,1,343
50,conv_nn,100,w20_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",300.59999999999826,1.8833333333333333,6,1,448
51,conv_nn,100,w20_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",809.0000000000431,1.7428571428571427,7,0,3865
52,conv_nn,100,w20_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 10}",303.79999999999905,1.4714285714285713,7,0,419
53,conv_nn,100,w20_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 10}",334.79999999999905,1.6666666666666667,6,1,354
54,conv_nn,100,w20_features,"{'filters': 4, 'kernel_size': 7, 'hidden': [128, 64, 32], 'w_len': 10}",256.9999999999991,1.5285714285714287,7,0,415
55,conv_nn,100,no_diff_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",395.19999999999607,1.6285714285714286,7,0,1026
56,conv_nn,100,no_diff_features,"{'filters': 4, 'kernel_size': 3, 'hidden': [32], 'w_len': 5}",277.59999999999854,1.3857142857142857,7,0,373
57,conv_nn,100,no_diff_features,"{'filters': 1, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",845.0000000000541,1.6571428571428573,7,0,3735
58,conv_nn,100,no_diff_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [32], 'w_len': 5}",256.59999999999883,1.457142857142857,7,0,408
59,conv_nn,100,no_diff_features,"{'filters': 4, 'kernel_size': 5, 'hidden': [64, 32], 'w_len': 5}",247.7999999999992,1.4142857142857141,7,0,234
60,conv_nn,100,no_diff_features,"{'filters': 1, 'kernel_size': 3, 'hidden': [32], 'w_len': 10}",97.2000000000005,1.7857142857142858,7,0,366
